Spearman_allwords,Spearman_dependents,adjacent_post,adjacent_tag,id,label,nearest_dep,nearest_dep_tag,pmi_adjacent,pmi_neardep,root_verb
0.219460472,0,they,PRP,wsj_0184.2.0,ref,officials,NNS,0.701568669,0.301443272,said
0.278584526,0,they,PRP,wsj_0184.2.1,post-adv,officials,NNS,0.701568669,0.301443272,said
-0.258284368,1,how,WRB,wsj_0184.7.0,ref,analysts,NNS,0.508775923,0.301443272,questioned
0.092901076,0,how,WRB,wsj_0184.7.1,post-adv,analysts,NNS,0.508775923,0.301443272,questioned
0,0,Jonathan,NNP,wsj_0184.8.0,ref,Gelles,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0184.8.1,iquote,Gelles,NNP,0,-0.405923499,said
-0.5,-1,cents,NNS,wsj_0184.12.0,ref,shares,NNS,0.301443272,0.301443272,rose
-0.5,-1,cents,NNS,wsj_0184.12.1,pre-adj2,shares,NNS,0.301443272,0.301443272,rose
0,0,,,wsj_0184.16.0,ref,spokesman,NN,0,0.301443272,said
-1,0,the,DT,wsj_0184.16.1,quote,spokesman,NN,-4.972718629,0.301443272,said
0,1,us,PRP,wsj_0186.2.0,ref,us,PRP,0.701568669,0.701568669,gives
-0.722944039,-1,an,DT,wsj_0186.2.1,dat-np-np,Sternberg,NNP,-4.972718629,-0.405923499,gives
-0.469354523,-1,the,DT,wsj_0186.3.0,ref,he,PRP,-4.972718629,0.701568669,tells
-0.106286923,-0.866025404,the,DT,wsj_0186.3.1,pre-adv,He,PRP,-4.972718629,0.701568669,tells
0.287300346,0.866025404,n't,RB,wsj_0186.7.0,ref,n't,RB,0.508775923,0.508775923,did
0.364235133,0.948683298,n't,RB,wsj_0186.7.1,pre-adv,n't,RB,0.508775923,0.508775923,did
-0.617432554,0,a,DT,wsj_0186.8.0,ref,This,DT,-4.972718629,-4.972718629,is
-0.653841353,0,a,DT,wsj_0186.8.1,post-adj2,This,DT,-4.972718629,-4.972718629,is
-0.249633842,0,that,IN,wsj_0186.9.0,ref,that,IN,-2.88295062,-2.88295062,realized
-0.201296254,0,that,IN,wsj_0186.9.1,post-adv,that,IN,-2.88295062,-2.88295062,realized
0.129120953,0,that,IN,wsj_0186.9.2,pre-adv,that,IN,-2.88295062,-2.88295062,realized
-0.147122472,0.5,and,CC,wsj_0186.17.0,ref,and,CC,0.067896977,0.067896977,sought
-0.072294404,0.6,and,CC,wsj_0186.17.1,pre-adv,and,CC,0.067896977,0.067896977,sought
0.503304332,0,not,RB,wsj_0186.20.0,ref,you,PRP,0.508775923,0.701568669,received
0.246917268,1,not,RB,wsj_0186.20.1,pre-adv,You,PRP,0.508775923,0.701568669,received
-0.211992104,0.5,yourself,PRP,wsj_0186.21.0,ref,yourself,PRP,0.701568669,0.701568669,found
-0.172910621,0.632455532,yourself,PRP,wsj_0186.21.1,pre-adv,yourself,PRP,0.701568669,0.701568669,found
-0.447177382,0,a,DT,wsj_0186.31.0,ref,like,IN,-4.972718629,-2.88295062,are
0.11635738,0,a,DT,wsj_0186.31.1,post-adv,like,IN,-4.972718629,-2.88295062,are
0.154008328,0,that,IN,wsj_0186.37.0,ref,that,IN,-2.88295062,-2.88295062,know
0,0,that,IN,wsj_0186.37.1,pre-adv,that,IN,-2.88295062,-2.88295062,know
0.096392539,0,because,IN,wsj_0186.39.0,ref,because,IN,-2.88295062,-2.88295062,exist
0,0,,,wsj_0186.39.1,post-adv,because,IN,0,-2.88295062,exist
0.110823444,0,Christian,NNP,wsj_0187.4.0,ref,Andersson,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0187.4.1,iquote,Andersson,NNP,0,-0.405923499,said
-0.098449773,0,open,VB,wsj_0187.5.0,ref,open,VB,0.506381559,0.506381559,will
-0.320878673,-1,open,VB,wsj_0187.5.1,pre-adv,open,VB,0.506381559,0.506381559,will
0,0,,,wsj_0187.6.0,ref,officials,NNS,0,0.301443272,said
0,0,government,NN,wsj_0187.6.1,quote,officials,NNS,0.301443272,0.301443272,said
0,0,,,wsj_0187.9.0,ref,officials,NNS,0,0.301443272,said
0,0,government,NN,wsj_0187.9.1,quote,officials,NNS,0.301443272,0.301443272,said
0.006510135,0,claims,NNS,wsj_0187.11.0,ref,claims,NNS,0.301443272,0.301443272,presented
-0.349767075,-0.5,this,DT,wsj_0187.11.1,dat-np-np,week,NN,-4.972718629,0.301443272,presented
-0.045570947,0.866025404,claims,NNS,wsj_0187.11.2,post-adj2,claims,NNS,0.301443272,0.301443272,presented
-0.461690258,1,Tuesday,NNP,wsj_0187.12.0,ref,Tuesday,NNP,-0.405923499,-0.405923499,began
-0.718184846,-1,in,IN,wsj_0187.12.1,post-adj2,in,IN,-2.88295062,-2.88295062,began
0,0,,,wsj_0188.2.0,ref,company,NN,0,0.301443272,said
-1,0,the,DT,wsj_0188.2.1,quote,company,NN,-4.972718629,0.301443272,said
-0.231148894,-0.5,its,PRP$,wsj_0188.5.0,ref,Care,NNP,0.701568669,-0.405923499,moved
0.24739179,0.5,its,PRP$,wsj_0188.5.1,post-adj2,Care,NNP,0.701568669,-0.405923499,moved
-0.718184846,-1,at,IN,wsj_0188.8.0,ref,at,IN,-2.88295062,-2.88295062,closed
-0.718184846,-1,at,IN,wsj_0188.8.1,pre-adj2,at,IN,-2.88295062,-2.88295062,closed
0,0,,,wsj_0189.8.0,ref,spokesman,NN,0,0.301443272,said
-1,0,a,DT,wsj_0189.8.1,quote,spokesman,NN,-4.972718629,0.301443272,said
0,0,,,wsj_0189.10.0,ref,company,NN,0,0.301443272,said
-1,0,the,DT,wsj_0189.10.1,quote,company,NN,-4.972718629,0.301443272,said
0,0,,,wsj_0189.12.0,ref,it,PRP,0,0.701568669,added
0,0,it,PRP,wsj_0189.12.1,quote,it,PRP,0.701568669,0.701568669,added
0,0.210818511,yesterday,NN,wsj_0189.14.0,ref,yesterday,NN,0.301443272,0.301443272,closed
0.037762746,0.632455532,off,RB,wsj_0189.14.1,post-adj3,off,RB,0.508775923,0.508775923,closed
-0.509797066,-0.737864787,in,IN,wsj_0189.14.2,post-adj3,in,IN,-2.88295062,-2.88295062,closed
-0.440565365,-0.316227766,yesterday,NN,wsj_0189.14.3,post-adj3,yesterday,NN,0.301443272,0.301443272,closed
-0.440565365,-0.632455532,in,IN,wsj_0189.14.4,post-adj3,shares,NNS,-2.88295062,0.301443272,closed
-0.377627456,-0.210818511,at,IN,wsj_0189.14.5,post-adj3,at,IN,-2.88295062,-2.88295062,closed
-0.075238253,-0.5,actual,JJ,wsj_0190.4.0,ref,difference,NN,-1.503254446,0.301443272,compares
-0.088273483,1,actual,JJ,wsj_0190.4.1,post-adv,difference,NN,-1.503254446,0.301443272,compares
0.145202034,0,so,RB,wsj_0192.2.0,ref,purchases,NNS,0.508775923,0.301443272,are
0.080079234,0,so,RB,wsj_0192.2.1,post-adj2,purchases,NNS,0.508775923,0.301443272,are
0.181848242,0,soared,VBN,wsj_0192.3.0,ref,soared,VBN,0.506381559,0.506381559,have
0.181848242,0,soared,VBN,wsj_0192.3.1,post-adj2,soared,VBN,0.506381559,0.506381559,have
-0.092976802,0,predicting,VBG,wsj_0192.5.0,ref,predicting,VBG,0.506381559,0.506381559,are
0.0132824,0,predicting,VBG,wsj_0192.5.1,post-adv,predicting,VBG,0.506381559,0.506381559,are
0.06897068,-1,much,JJ,wsj_0192.7.0,ref,much,JJ,-1.503254446,-1.503254446,wants
-0.149065664,-1,which,WDT,wsj_0192.7.1,post-adv,Union,NNP,-4.972718629,-0.405923499,wants
-0.152629738,0.5,particularly,RB,wsj_0192.8.0,ref,it,PRP,0.508775923,0.701568669,is
-0.088385078,-0.5,particularly,RB,wsj_0192.8.1,post-adj2,it,PRP,0.508775923,0.701568669,is
-0.701068184,0,William,NNP,wsj_0192.9.0,ref,Dunton,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0192.9.1,iquote,Dunton,NNP,0,-0.405923499,said
0.405264983,1,n't,RB,wsj_0192.12.0,ref,n't,RB,0.508775923,0.508775923,wo
0.413083111,1,n't,RB,wsj_0192.12.1,post-adv,n't,RB,0.508775923,0.508775923,wo
-0.141328915,0,cutting,VBG,wsj_0192.13.0,ref,cutting,VBG,0.506381559,0.506381559,is
-0.068014541,0,cutting,VBG,wsj_0192.13.1,post-adj2,cutting,VBG,0.506381559,0.506381559,is
-0.229611657,1,yesterday,NN,wsj_0192.14.0,ref,yesterday,NN,0.301443272,0.301443272,sank
-0.326930505,-1,on,IN,wsj_0192.14.1,post-adj2,on,IN,-2.88295062,-2.88295062,sank
0,0,,,wsj_0192.16.0,ref,spokesman,NN,0,0.301443272,said
0,0,,,wsj_0192.16.1,post-adv,spokesman,NN,0,0.301443272,said
-0.948683298,0,an,DT,wsj_0192.16.2,quote,spokesman,NN,-4.972718629,0.301443272,said
0,0,,,wsj_0192.16.3,post-adj2,spokesman,NN,0,0.301443272,said
0.180817199,0.866025404,barge,NN,wsj_0192.17.0,ref,levels,NNS,0.301443272,0.301443272,hamstrung
-0.093325006,0,barge,NN,wsj_0192.17.1,post-adj2,levels,NNS,0.301443272,0.301443272,hamstrung
0.085930008,-1,cents,NNS,wsj_0192.20.0,ref,cents,NNS,0.301443272,0.301443272,slipped
0.085930008,-1,cents,NNS,wsj_0192.20.1,pre-adj2,cents,NNS,0.301443272,0.301443272,slipped
-0.148330107,0,been,VBN,wsj_0192.21.0,ref,been,VBN,0.506381559,0.506381559,have
0.085498196,0,been,VBN,wsj_0192.21.1,post-adv,been,VBN,0.506381559,0.506381559,have
-0.146816534,0,been,VBN,wsj_0192.21.2,post-adj2,been,VBN,0.506381559,0.506381559,have
-0.410298193,0,speculating,VBG,wsj_0192.22.0,ref,speculating,VBG,0.506381559,0.506381559,are
-0.410298193,0,speculating,VBG,wsj_0192.22.1,pre-adj2,speculating,VBG,0.506381559,0.506381559,are
-0.079910777,0,speculating,VBG,wsj_0192.22.2,post-adv,speculating,VBG,0.506381559,0.506381559,are
-0.476090771,-1,more,JJR,wsj_0192.24.0,ref,more,JJR,-1.503254446,-1.503254446,have
-0.435609762,-0.5,more,JJR,wsj_0192.24.1,pre-adv,more,JJR,-1.503254446,-1.503254446,have
0.394664881,0,offering,VBG,wsj_0192.25.0,ref,offering,VBG,0.506381559,0.506381559,are
0.148249863,0,offering,VBG,wsj_0192.25.1,dat-np-np,offering,VBG,0.506381559,0.506381559,are
0.394664881,0,offering,VBG,wsj_0192.25.2,pre-adj2,offering,VBG,0.506381559,0.506381559,are
0.211754595,0,Lyle,NNP,wsj_0192.26.0,ref,Reed,NNP,-0.405923499,-0.405923499,said
0.211754595,0,Lyle,NNP,wsj_0192.26.1,post-adv,Reed,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0192.26.2,iquote,Reed,NNP,0,-0.405923499,said
-0.013600195,0,that,IN,wsj_0192.28.0,ref,that,IN,-2.88295062,-2.88295062,projects
-0.285604085,0,that,IN,wsj_0192.28.1,post-adv,that,IN,-2.88295062,-2.88295062,projects
0.215116117,0,that,IN,wsj_0192.28.2,pre-adv,that,IN,-2.88295062,-2.88295062,projects
-0.013600195,0,that,IN,wsj_0192.28.3,post-adj2,that,IN,-2.88295062,-2.88295062,projects
-0.828078671,0,Bill,NNP,wsj_0192.30.0,ref,Biedermann,NNP,-0.405923499,-0.405923499,said
-0.828078671,0,Bill,NNP,wsj_0192.30.1,post-adv,Biedermann,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0192.30.2,iquote,Biedermann,NNP,0,-0.405923499,said
-0.006102853,1,possible,JJ,wsj_0192.31.0,ref,possible,JJ,-1.503254446,-1.503254446,is
-0.130648676,0.866025404,possible,JJ,wsj_0192.31.1,pre-adv,possible,JJ,-1.503254446,-1.503254446,is
-0.006102853,1,possible,JJ,wsj_0192.31.2,post-adj2,possible,JJ,-1.503254446,-1.503254446,is
0.203419952,0,being,VBG,wsj_0192.48.0,ref,being,VBG,0.506381559,0.506381559,are
0.243234431,0,as,IN,wsj_0192.48.1,post-adv,currently,RB,-2.88295062,0.508775923,are
0.332931417,0,being,VBG,wsj_0192.48.2,post-adj2,being,VBG,0.506381559,0.506381559,are
0,0,,,wsj_0192.49.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0192.49.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0192.50.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0192.50.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0192.51.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0192.51.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0192.52.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0192.52.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0192.52.2,post-adj2,he,PRP,0,0.701568669,said
-0.113031841,-0.5,by,IN,wsj_0192.53.0,ref,by,IN,-2.88295062,-2.88295062,rose
0.342741713,0.5,according,VBG,wsj_0192.53.1,post-adj2,according,VBG,0.506381559,0.506381559,rose
0,0,,,wsj_0192.56.0,ref,analyst,NN,0,0.301443272,said
-1,0,an,DT,wsj_0192.56.1,quote,analyst,NN,-4.972718629,0.301443272,said
0.111433013,0,reflected,VBN,wsj_0192.59.0,ref,reflected,VBN,0.506381559,0.506381559,was
0.15430335,0,reflected,VBN,wsj_0192.59.1,post-adv,reflected,VBN,0.506381559,0.506381559,was
0.29461717,1,to,TO,wsj_0192.61.0,ref,to,TO,0.903833231,0.903833231,rose
-0.392822893,-1,after,IN,wsj_0192.61.1,post-adj2,after,IN,-2.88295062,-2.88295062,rose
-0.465365231,1,a,DT,wsj_0192.63.0,ref,generally,RB,-4.972718629,0.508775923,indicates
-0.207950098,0,a,DT,wsj_0192.63.1,post-adv,generally,RB,-4.972718629,0.508775923,indicates
-0.141514489,1,a,DT,wsj_0194.1.0,ref,USX,NNP,-4.972718629,-0.405923499,posted
-0.670820393,0,a,DT,wsj_0194.1.1,post-adv,USX,NNP,-4.972718629,-0.405923499,posted
-0.022863091,1,pretax,NN,wsj_0194.3.0,ref,quarter,NN,0.301443272,0.301443272,includes
0,0,pretax,NN,wsj_0194.3.1,post-adv,quarter,NN,0.301443272,0.301443272,includes
0.632455532,1,to,TO,wsj_0194.5.0,ref,Sales,NNS,0.903833231,0.301443272,rose
-0.632455532,-1,from,IN,wsj_0194.5.1,post-adj2,Sales,NNS,-2.88295062,0.301443272,rose
-0.025492099,0,as,IN,wsj_0194.7.0,ref,profit,NN,-2.88295062,0.301443272,fell
0,0,,,wsj_0194.7.1,post-adv,profit,NN,0,0.301443272,fell
0.169447479,0,to,TO,wsj_0194.8.0,ref,to,TO,0.903833231,0.903833231,continued
0.169447479,0,to,TO,wsj_0194.8.1,pre-adj2,to,TO,0.903833231,0.903833231,continued
0,0,,,wsj_0194.13.0,ref,analysts,NNS,0,0.301443272,said
0,0,analysts,NNS,wsj_0194.13.1,quote,analysts,NNS,0.301443272,0.301443272,said
-0.025298773,0.866025404,up,RB,wsj_0194.15.0,ref,up,RB,0.508775923,0.508775923,closed
-0.025298773,0.866025404,up,RB,wsj_0194.15.1,pre-adj2,up,RB,0.508775923,0.508775923,closed
1,1,up,RB,wsj_0194.15.2,post-adv,up,RB,0.508775923,0.508775923,closed
0.306436408,0,boost,VB,wsj_0194.20.0,ref,boost,VB,0.506381559,0.506381559,helped
0.189433416,0,boost,VB,wsj_0194.20.1,post-adj2,boost,VB,0.506381559,0.506381559,helped
0.156044067,1,to,TO,wsj_0194.21.0,ref,to,TO,0.903833231,0.903833231,continues
0.7,0,to,TO,wsj_0194.21.1,post-adv,to,TO,0.903833231,0.903833231,continues
0.218955608,0,that,IN,wsj_0194.24.0,ref,that,IN,-2.88295062,-2.88295062,noted
0.213452235,0,that,IN,wsj_0194.24.1,post-adj2,that,IN,-2.88295062,-2.88295062,noted
0.349124892,0,said,VBN,wsj_0194.27.0,ref,said,VBN,0.506381559,0.506381559,has
0.085408235,0,said,VBN,wsj_0194.27.1,post-adv,said,VBN,0.506381559,0.506381559,has
0.190198367,1,to,TO,wsj_0194.28.0,ref,to,TO,0.903833231,0.903833231,jumped
-0.239281816,-1,from,IN,wsj_0194.28.1,post-adj2,from,IN,-2.88295062,-2.88295062,jumped
0.632455532,1,to,TO,wsj_0194.29.0,ref,Sales,NNS,0.903833231,0.301443272,rose
-0.632455532,-1,from,IN,wsj_0194.29.1,post-adj2,Sales,NNS,-2.88295062,0.301443272,rose
-0.070321085,1,last,JJ,wsj_0198.5.0,ref,spokesman,NN,-1.503254446,0.301443272,said
-0.201787962,1,last,JJ,wsj_0198.5.1,dat-np-np,spokesman,NN,-1.503254446,0.301443272,said
0.021874056,0,in,IN,wsj_0198.11.0,ref,in,IN,-2.88295062,-2.88295062,said
0.055679857,0,in,IN,wsj_0198.11.1,dat-np-np,in,IN,-2.88295062,-2.88295062,said
0.326121208,0,it,PRP,wsj_0199.1.0,ref,reached,VBD,0.701568669,0.506381559,said
0.212320324,0,it,PRP,wsj_0199.1.1,dat-np-pp,reached,VBD,0.701568669,0.506381559,said
0.697398659,0,it,PRP,wsj_0201.1.0,ref,expects,VBZ,0.701568669,0.506381559,said
0.665537807,0,it,PRP,wsj_0201.1.1,post-adj2,expects,VBZ,0.701568669,0.506381559,said
0.574456265,0.5,its,PRP$,wsj_0202.1.0,ref,quarterly,NN,0.701568669,0.301443272,increased
-0.095742711,-0.5,its,PRP$,wsj_0202.1.1,post-adj2,quarterly,NN,0.701568669,0.301443272,increased
0,0,,,wsj_0203.2.0,ref,investors,NNS,0,0.301443272,contend
-0.49377072,0,individual,JJ,wsj_0203.2.1,quote,investors,NNS,-1.503254446,0.301443272,contend
-0.310309624,1,Clyde,NNP,wsj_0203.6.0,ref,McGregor,NNP,-0.405923499,-0.405923499,wrote
-0.424355041,1,Clyde,NNP,wsj_0203.6.1,post-adv,McGregor,NNP,-0.405923499,-0.405923499,wrote
-0.437246247,0,in,IN,wsj_0203.6.2,iquote,in,IN,-2.88295062,-2.88295062,wrote
-0.118735925,0,Brian,NNP,wsj_0203.10.0,ref,Lane,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0203.10.1,iquote,Lane,NNP,0,-0.405923499,said
0,0,,,wsj_0203.11.0,ref,Lane,NNP,0,-0.405923499,said
0,0,Mr.,NNP,wsj_0203.11.1,quote,Lane,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0203.12.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0203.12.1,quote,he,PRP,0.701568669,0.701568669,said
-0.277226811,0,for,IN,wsj_0203.14.0,ref,for,IN,-2.88295062,-2.88295062,argues
-0.247623058,0,in,IN,wsj_0203.14.1,post-adj2,in,IN,-2.88295062,-2.88295062,argues
0,0,,,wsj_0203.18.0,ref,Lane,NNP,0,-0.405923499,said
0,0,Mr.,NNP,wsj_0203.18.1,quote,Lane,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0203.19.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0203.19.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0203.25.0,ref,he,PRP,0,0.701568669,added
0,0,he,PRP,wsj_0203.25.1,quote,he,PRP,0.701568669,0.701568669,added
0,0,,,wsj_0203.26.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0203.26.1,quote,he,PRP,0.701568669,0.701568669,said
0.166695252,0,to,TO,wsj_0204.1.0,ref,to,TO,0.903833231,0.903833231,plans
0.54480418,0,to,TO,wsj_0204.1.1,dat-np-pp,to,TO,0.903833231,0.903833231,plans
0.5,0,approve,VB,wsj_0204.4.0,ref,approve,VB,0.506381559,0.506381559,must
0.014185824,1,approve,VB,wsj_0204.4.1,pre-adv,approve,VB,0.506381559,0.506381559,must
0.068805226,1,out,RP,wsj_0204.6.0,ref,out,RP,0.903833231,0.903833231,carry
0.075585303,1,out,RP,wsj_0204.6.1,post-adj2,out,RP,0.903833231,0.903833231,carry
0.185975268,0,be,VB,wsj_0204.9.0,ref,be,VB,0.506381559,0.506381559,will
0.228242375,0,be,VB,wsj_0204.9.1,post-adj2,be,VB,0.506381559,0.506381559,will
0.098821658,0,be,VB,wsj_0204.12.0,ref,be,VB,0.506381559,0.506381559,will
0.304441611,0,be,VB,wsj_0204.12.1,post-adv,be,VB,0.506381559,0.506381559,will
0.208721978,0,be,VB,wsj_0204.12.2,post-adj2,be,VB,0.506381559,0.506381559,will
0.256807912,0,it,PRP,wsj_0205.1.0,ref,adopted,VBD,0.701568669,0.506381559,said
0.05193581,0,it,PRP,wsj_0205.1.1,dat-np-np,adopted,VBD,0.701568669,0.506381559,said
0.256807912,0,it,PRP,wsj_0205.1.2,post-adj2,adopted,VBD,0.701568669,0.506381559,said
0.260208545,0.866025404,to,TO,wsj_0207.1.0,ref,to,TO,0.903833231,0.903833231,have
0.258089181,1,to,TO,wsj_0207.1.1,post-adv,to,TO,0.903833231,0.903833231,have
0.301574153,1,to,TO,wsj_0207.1.2,post-adv,to,TO,0.903833231,0.903833231,have
-0.221537837,0,taken,VBN,wsj_0207.2.0,ref,taken,VBN,0.506381559,0.506381559,has
-0.111223156,0,taken,VBN,wsj_0207.2.1,post-adv,taken,VBN,0.506381559,0.506381559,has
0.018651117,0.105409255,mostly,RB,wsj_0207.5.0,ref,mostly,RB,0.508775923,0.508775923,has
0.125650535,0.105409255,mostly,RB,wsj_0207.5.1,post-adv,mostly,RB,0.508775923,0.508775923,has
-0.059059707,0,into,IN,wsj_0207.12.0,ref,into,IN,-2.88295062,-2.88295062,launched
-0.09419005,0,with,IN,wsj_0207.12.1,post-adj2,with,IN,-2.88295062,-2.88295062,launched
0.012099233,0,the,DT,wsj_0207.13.0,ref,he,PRP,-4.972718629,0.701568669,offered
-0.305748856,1,the,DT,wsj_0207.13.1,pre-adv,he,PRP,-4.972718629,0.701568669,offered
0.012099233,0,the,DT,wsj_0207.13.2,post-adj2,he,PRP,-4.972718629,0.701568669,offered
-0.22411318,0,built,VBN,wsj_0207.16.0,ref,built,VBN,0.506381559,0.506381559,was
-0.250442108,0,built,VBN,wsj_0207.16.1,dat-np-np,built,VBN,0.506381559,0.506381559,was
0.396264512,-1,all,RB,wsj_0207.23.0,ref,It,PRP,0.508775923,0.701568669,was
0.257237958,-1,all,RB,wsj_0207.23.1,post-adv,It,PRP,0.508775923,0.701568669,was
-0.095103466,1,a,DT,wsj_0207.27.0,ref,it,PRP,-4.972718629,0.701568669,was
-0.083273606,1,a,DT,wsj_0207.27.1,dat-np-np,it,PRP,-4.972718629,0.701568669,was
-1,0,a,DT,wsj_0207.27.2,post-adv,it,PRP,-4.972718629,0.701568669,was
-0.272765987,0.866025404,this,DT,wsj_0207.30.0,ref,unfortunately,RB,-4.972718629,0.508775923,illustrated
-0.216434837,0.866025404,this,DT,wsj_0207.30.1,post-adj2,unfortunately,RB,-4.972718629,0.508775923,illustrated
0.004856601,-1,that,IN,wsj_0207.34.0,ref,that,IN,-2.88295062,-2.88295062,insist
-0.328567769,-1,that,IN,wsj_0207.34.1,post-adv,that,IN,-2.88295062,-2.88295062,insist
0.386641146,0,that,IN,wsj_0208.1.0,ref,that,IN,-2.88295062,-2.88295062,was
-0.002980894,0,that,IN,wsj_0208.1.1,dat-np-pp,that,IN,-2.88295062,-2.88295062,was
0.147983779,-1,the,DT,wsj_0208.7.0,ref,agency,NN,-4.972718629,0.301443272,left
-1,0,the,DT,wsj_0208.7.1,post-adv,agency,NN,-4.972718629,0.301443272,left
-0.254487143,1,much,JJ,wsj_0208.8.0,ref,attention,NN,-1.503254446,0.301443272,drew
-0.282590017,1,much,JJ,wsj_0208.8.1,post-adv,attention,NN,-1.503254446,0.301443272,drew
0.066867699,0,give,VB,wsj_0208.11.0,ref,give,VB,0.506381559,0.506381559,would
0.092411326,0,give,VB,wsj_0208.11.1,dat-np-np,give,VB,0.506381559,0.506381559,would
0.147335402,0,an,DT,wsj_0208.27.0,ref,appeal,NN,-4.972718629,0.301443272,have
0.012533257,0,an,DT,wsj_0208.27.1,post-adv,appeal,NN,-4.972718629,0.301443272,have
0.102625685,0,Murray,NNP,wsj_0209.6.0,ref,Robinson,NNP,-0.405923499,-0.405923499,said
0,0,,,wsj_0209.6.1,iquote,Robinson,NNP,0,-0.405923499,said
-0.218856521,0,because,IN,wsj_0209.8.0,ref,because,IN,-2.88295062,-2.88295062,'s
-0.274498009,0,because,IN,wsj_0209.8.1,post-adj2,because,IN,-2.88295062,-2.88295062,'s
0.339734253,1,expressed,VBN,wsj_0209.19.0,ref,expressed,VBN,0.506381559,0.506381559,is
0.469825272,1,expressed,VBN,wsj_0209.19.1,post-adv,expressed,VBN,0.506381559,0.506381559,is
-0.013750263,1,off,RP,wsj_0209.21.0,ref,off,RP,0.903833231,0.903833231,pulled
-0.088273483,1,off,RP,wsj_0209.21.1,post-adv,off,RP,0.903833231,0.903833231,pulled
0.162119466,0,and,CC,wsj_0209.27.0,ref,he,PRP,0.067896977,0.701568669,said
0.253430375,0,and,CC,wsj_0209.27.1,quote,and,CC,0.067896977,0.067896977,said
-0.064619878,0,the,DT,wsj_0209.28.0,ref,He,PRP,-4.972718629,0.701568669,said
-0.04218242,0,the,DT,wsj_0209.28.1,post-adj2,He,PRP,-4.972718629,0.701568669,said
0.108037964,0,that,IN,wsj_0209.29.0,ref,that,IN,-2.88295062,-2.88295062,said
0.006524085,0,that,IN,wsj_0209.29.1,dat-np-np,that,IN,-2.88295062,-2.88295062,said
0.005565559,0,developing,VBG,wsj_0209.34.0,ref,developing,VBG,0.506381559,0.506381559,is
0.037946992,0,developing,VBG,wsj_0209.34.1,post-adj2,developing,VBG,0.506381559,0.506381559,is
0.006743276,0,carried,VBN,wsj_0209.35.0,ref,carried,VBN,0.506381559,0.506381559,is
0.101149138,0,carried,VBN,wsj_0209.35.1,post-adj2,carried,VBN,0.506381559,0.506381559,is
0,0,,,wsj_0209.37.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0209.37.1,quote,he,PRP,0.701568669,0.701568669,said
0,0,,,wsj_0209.40.0,ref,he,PRP,0,0.701568669,said
0,0,he,PRP,wsj_0209.40.1,quote,he,PRP,0.701568669,0.701568669,said
0.394661324,-0.632455532,Japan,NNP,wsj_0210.3.0,ref,Not,RB,-0.405923499,0.508775923,are
0.451041513,-0.632455532,Japan,NNP,wsj_0210.3.1,post-adj2,Not,RB,-0.405923499,0.508775923,are
-0.135084904,0,attempting,VBG,wsj_0210.6.0,ref,attempting,VBG,0.506381559,0.506381559,was
-0.040587437,0,attempting,VBG,wsj_0210.6.1,post-adj2,attempting,VBG,0.506381559,0.506381559,was
0.098910693,1,even,RB,wsj_0210.7.0,ref,banks,NNS,0.508775923,0.301443272,refused
0.098910693,1,even,RB,wsj_0210.7.1,post-adv,banks,NNS,0.508775923,0.301443272,refused
1,0,be,VB,wsj_0210.11.0,ref,be,VB,0.506381559,0.506381559,may
-0.159028099,1,be,VB,wsj_0210.11.1,pre-adv,be,VB,0.506381559,0.506381559,may
0.2,1,out,RB,wsj_0210.13.0,ref,out,RB,0.508775923,0.508775923,lashed
-1,-1,at,IN,wsj_0210.13.1,post-adj2,at,IN,-2.88295062,-2.88295062,lashed
-0.27567034,0.632455532,reporters,NNS,wsj_0210.14.0,ref,reporters,NNS,0.301443272,0.301443272,told
-0.199020331,0.210818511,Tuesday,NNP,wsj_0210.14.1,dat-np-np,Tuesday,NNP,-0.405923499,-0.405923499,told
-0.273064408,0.948683298,reporters,NNS,wsj_0210.14.2,post-adj2,reporters,NNS,0.301443272,0.301443272,told
0,0,Radio,NNP,wsj_0210.15.0,ref,he,PRP,-0.405923499,0.701568669,told
